lon,lat,radar_freeboard_20_ku,radar_freeboard_smoothed_20_ku
262.030493,81.402155,,-0.0928
262.010588,81.402345,,-0.0952
261.990682,81.402534,,-0.0975
261.970775,81.402722,,-0.0978
261.950868,81.402909,,-0.0980
261.930959,81.403096,,-0.0985
261.911050,81.403281,,-0.0989
261.891140,81.403465,,-0.0994
261.871229,81.403648,,-0.0999
261.851317,81.403830,,-0.1004
261.831409,81.404011,,-0.1009
261.811496,81.404191,,-0.1013
261.791581,81.404370,,-0.1018
261.771666,81.404549,,-0.1023
261.751750,81.404726,,-0.1028
261.731834,81.404902,,-0.1032
261.711916,81.405077,,-0.1037
261.691998,81.405251,,-0.1042
261.672078,81.405424,,-0.1047
261.652159,81.405596,,-0.1051
261.632238,81.405767,,-0.1056
261.612316,81.405937,,-0.1061
261.592394,81.406107,,-0.1061
261.572471,81.406275,,-0.1061
261.552552,81.406442,,-0.1061
261.532628,81.406608,,-0.1061
261.512702,81.406773,,-0.1061
261.492776,81.406937,,-0.1061
261.472849,81.407100,,-0.1072
261.452926,81.407262,,-0.1082
261.432998,81.407423,,-0.1093
261.413069,81.407583,,-0.1104
261.393145,81.407742,,-0.1114
261.373214,81.407900,,-0.1125
261.353282,81.408058,,-0.1127
261.333355,81.408214,,-0.1136
261.313423,81.408369,,-0.1146
261.293494,81.408523,,-0.1156
261.273560,81.408676,,-0.1158
261.253625,81.408828,,-0.1161
261.233695,81.408979,,-0.1163
261.213758,81.409129,,-0.1164
261.193826,81.409278,,-0.1165
261.173889,81.409426,,-0.1167
261.153951,81.409573,,-0.1168
261.134012,81.409719,,-0.1169
261.114073,81.409864,,-0.1170
261.094133,81.410008,,-0.1172
261.074192,81.410151,,-0.1173
261.054256,81.410293,,-0.1174
261.034314,81.410434,,-0.1176
261.014371,81.410574,,-0.1177
260.994428,81.410713,,-0.1178
260.974484,81.410851,,-0.1179
260.954539,81.410988,,-0.1181
260.934599,81.411124,,-0.1182
260.914653,81.411259,,-0.1183
260.894707,81.411393,,-0.1185
260.874760,81.411526,,-0.1186
260.854812,81.411658,,-0.1187
260.834864,81.411789,,-0.1188
260.814915,81.411919,,-0.1190
260.794965,81.412048,,-0.1191
260.775021,81.412176,,-0.1192
260.755070,81.412303,,-0.1190
260.735119,81.412429,,-0.1180
260.715167,81.412554,,-0.1170
260.695219,81.412678,,-0.1160
260.675266,81.412801,,-0.1150
260.655318,81.412923,,-0.1139
260.635364,81.413044,,-0.1129
260.615409,81.413164,,-0.1129
260.595454,81.413282,,-0.1121
260.575499,81.413400,,-0.1112
260.555542,81.413517,,-0.1097
260.535586,81.413633,,-0.1090
260.515629,81.413748,,-0.1084
260.495671,81.413862,,-0.1078
260.475713,81.413975,,-0.1072
260.455759,81.414087,,-0.1065
260.435799,81.414198,,-0.1059
260.415844,81.414308,,-0.1052
260.395884,81.414416,,-0.1046
260.375928,81.414524,,-0.1040
260.355967,81.414631,,-0.1038
260.336004,81.414737,,-0.1036
260.316042,81.414842,,-0.1034
260.296080,81.414946,,-0.1025
260.276116,81.415049,,-0.1016
260.256153,81.415150,,-0.1008
260.236188,81.415251,,-0.0999
260.216224,81.415351,,-0.0991
260.196264,81.415450,,-0.0982
260.176298,81.415548,,-0.0973
260.156332,81.415644,,-0.0965
260.136366,81.415740,,-0.0956
260.116399,81.415835,,-0.0948
260.096432,81.415929,,-0.0939
260.076464,81.416022,,-0.0931
260.056496,81.416113,,-0.0922
260.036528,81.416204,,-0.0913
260.016559,81.416294,,-0.0905
259.996589,81.416383,,-0.0896
259.976620,81.416471,,-0.0888
259.956649,81.416557,,-0.0879
259.936679,81.416643,,-0.0870
259.916713,81.416728,,-0.0862
259.896741,81.416812,,-0.0853
259.876770,81.416894,,-0.0845
259.856797,81.416976,,-0.0844
259.836825,81.417057,,-0.0844
259.816852,81.417136,,-0.0842
259.796879,81.417215,,-0.0841
259.776905,81.417293,,-0.0839
259.756937,81.417370,,-0.0838
259.736963,81.417445,,-0.0836
259.716988,81.417520,,-0.0835
259.697013,81.417594,,-0.0833
259.677038,81.417666,,-0.0832
259.657062,81.417738,,-0.0830
259.637086,81.417809,,-0.0829
259.617110,81.417878,,-0.0829
259.597134,81.417947,,-0.0829
259.577162,81.418014,,-0.0829
259.557184,81.418081,,-0.0829
259.537207,81.418147,,-0.0829
259.517230,81.418211,,-0.0829
259.497252,81.418275,,-0.0829
259.477273,81.418338,,-0.0829
259.457294,81.418399,,-0.0829
259.437315,81.418460,,-0.0829
259.417336,81.418519,,-0.0829
259.397356,81.418578,,-0.0829
259.377376,81.418636,,-0.0829
259.357396,81.418692,,-0.0829
259.337416,81.418748,,-0.0829
259.317435,81.418802,,-0.0829
259.297459,81.418856,,-0.0829
259.277478,81.418908,,-0.0829
259.257502,81.418960,,-0.0829
259.237521,81.419010,,-0.0829
259.217539,81.419060,,-0.0829
259.197557,81.419108,,-0.0829
259.177575,81.419156,,-0.0829
259.157593,81.419202,,-0.0829
259.137610,81.419248,,-0.0829
259.117628,81.419292,,-0.0829
259.097650,81.419336,,-0.0829
259.077666,81.419378,,-0.0829
259.057688,81.419420,,-0.0829
259.037704,81.419460,,-0.0829
259.017721,81.419500,,-0.0818
258.997737,81.419538,,-0.0808
258.977758,81.419575,,-0.0797
258.957774,81.419612,,-0.0786
258.937789,81.419647,,-0.0776
258.917805,81.419682,,-0.0765
258.897820,81.419715,,-0.0754
258.877835,81.419748,,-0.0744
258.857850,81.419779,,-0.0733
258.837865,81.419809,,-0.0722
258.817880,81.419839,,-0.0712
258.797894,81.419867,,-0.0701
258.777914,81.419894,,-0.0690
258.757928,81.419921,,-0.0680
258.737942,81.419946,,-0.0669
258.717956,81.419971,,-0.0658
258.697971,81.419994,,-0.0648
258.677985,81.420016,,-0.0637
258.658004,81.420037,,-0.0626
258.638017,81.420058,,-0.0616
258.618031,81.420077,,-0.0605
258.598050,81.420095,,-0.0594
258.578063,81.420113,,-0.0584
258.558081,81.420129,,-0.0573
258.538100,81.420144,,-0.0562
258.518113,81.420159,,-0.0552
258.498126,81.420172,,-0.0541
258.478139,81.420184,,-0.0530
258.458151,81.420195,,-0.0520
258.438164,81.420206,,-0.0509
258.418177,81.420215,,-0.0498
258.398190,81.420223,,-0.0488
258.378203,81.420230,,-0.0477
258.358220,81.420236,,-0.0466
258.338233,81.420242,,-0.0456
258.318246,81.420246,,-0.0445
258.298258,81.420249,,-0.0445
